1.106708 cert_ms23,11.1.498295 Live,12.1.700123 cert_ms30_oct19
31CE,FFFFFFFF,1EF0
31CF,FFFFFFFF,1EF1
31D0,FFFFFFFF,1EF2
31F4,FFFFFFFF,1F16
06F1,FFFFFFFF,0636
31D6,FFFFFFFF,1EF8
06F2,FFFFFFFF,0637
31D7,FFFFFFFF,1EF9
31D1,FFFFFFFF,1EF3
31D2,FFFFFFFF,1EF4
20AC,FFFFFFFF,1B41
20AD,FFFFFFFF,1B42
20AE,FFFFFFFF,1B43
20AF,FFFFFFFF,1B44
2093,FFFFFFFF,1B28
2094,FFFFFFFF,1B29
2095,FFFFFFFF,1B2A
2096,FFFFFFFF,1B2B
2097,FFFFFFFF,1B2C
2098,FFFFFFFF,1B2D
2099,FFFFFFFF,1B2E
209A,FFFFFFFF,1B2F
209B,FFFFFFFF,1B30
209C,FFFFFFFF,1B31
209D,FFFFFFFF,1B32
209E,FFFFFFFF,1B33
20A7,FFFFFFFF,1B3C
20A8,FFFFFFFF,1B3D
20A9,FFFFFFFF,1B3E
209F,FFFFFFFF,1B34
20A0,FFFFFFFF,1B35
20A1,FFFFFFFF,1B36
20A2,FFFFFFFF,1B37
20A3,FFFFFFFF,1B38
20A4,FFFFFFFF,1B39
20A5,FFFFFFFF,1B3A
268D,FFFFFFFF,233E
268E,FFFFFFFF,233F
268F,FFFFFFFF,2340
2690,FFFFFFFF,2341
2691,FFFFFFFF,2342
2692,FFFFFFFF,2343
2673,FFFFFFFF,2323
2674,FFFFFFFF,2324
2675,FFFFFFFF,2325
2676,FFFFFFFF,2326
2677,FFFFFFFF,2327
2678,FFFFFFFF,2328
0E7E,FFFFFFFF,0A8E
28BF,FFFFFFFF,42CA
28C0,FFFFFFFF,42CB
28C1,FFFFFFFF,42CC
28C2,FFFFFFFF,42CD
28C3,FFFFFFFF,42CE
28C4,FFFFFFFF,42CF
28C5,FFFFFFFF,42D0
28C6,FFFFFFFF,42D1
28C7,FFFFFFFF,42D2
15D7,FFFFFFFF,1321
28C9,FFFFFFFF,42D3
28CB,FFFFFFFF,42D4
28CC,FFFFFFFF,42D5
28CD,FFFFFFFF,42D6
28CE,FFFFFFFF,42D7
28D0,FFFFFFFF,42D8
28D1,FFFFFFFF,42D9
28D2,FFFFFFFF,42DA
28D3,FFFFFFFF,42DB
28D4,FFFFFFFF,42DC
28D5,FFFFFFFF,42DD
382C,FFFFFFFF,43AE
382D,FFFFFFFF,43AF
3821,FFFFFFFF,42BF
3822,FFFFFFFF,42C0
3823,FFFFFFFF,42C1
3824,FFFFFFFF,42C2
3825,FFFFFFFF,42C3
3826,FFFFFFFF,42C4
3827,FFFFFFFF,42C5
3828,FFFFFFFF,42C6
3829,FFFFFFFF,42C7
382A,FFFFFFFF,42C8
382B,FFFFFFFF,42C9
30F2,FFFFFFFF,4617
30F3,FFFFFFFF,4618
30C5,FFFFFFFF,45FD
30D3,FFFFFFFF,4606
30E1,FFFFFFFF,460E
30B5,FFFFFFFF,45EE
30B6,FFFFFFFF,45EF
30B7,FFFFFFFF,45F0
30AC,FFFFFFFF,45E5
30AD,FFFFFFFF,45E6
30AE,FFFFFFFF,45E7
30AF,FFFFFFFF,45E8
30B0,FFFFFFFF,45E9
30B1,FFFFFFFF,45EA
30B2,FFFFFFFF,45EB
22A3,FFFFFFFF,1D45
2297,FFFFFFFF,1D39
22AC,FFFFFFFF,1D4E
22B8,FFFFFFFF,1D5A
22AA,FFFFFFFF,1D4C
22AB,FFFFFFFF,1D4D
207B,FFFFFFFF,1B10
0695,FFFFFFFF,05DA
31EB,FFFFFFFF,1F0D
31EC,FFFFFFFF,1F0E
31ED,FFFFFFFF,1F0F
31EE,FFFFFFFF,1F10
1356,FFFFFFFF,1034
06F4,FFFFFFFF,0639
31F2,FFFFFFFF,1F14
31F3,FFFFFFFF,1F15
06F7,FFFFFFFF,063C
31D8,FFFFFFFF,1EFA
31D9,FFFFFFFF,1EFB
31DA,FFFFFFFF,1EFC
06DF,FFFFFFFF,0624
06F3,FFFFFFFF,0638
06AE,FFFFFFFF,05F3
06E2,FFFFFFFF,0627
26A4,FFFFFFFF,2355
26A5,FFFFFFFF,2356
26A6,FFFFFFFF,2357
26A7,FFFFFFFF,2358
26A3,FFFFFFFF,2354
2680,FFFFFFFF,2331
2681,FFFFFFFF,2332
2682,FFFFFFFF,2333
2683,FFFFFFFF,2334
2684,FFFFFFFF,2335
2685,FFFFFFFF,2336
2686,FFFFFFFF,2337
26A1,FFFFFFFF,2352
26A2,FFFFFFFF,2353
2687,FFFFFFFF,2338
2688,FFFFFFFF,2339
2689,FFFFFFFF,233A
268A,FFFFFFFF,233B
29DB,FFFFFFFF,43AC
29DC,FFFFFFFF,43AD
0700,FFFFFFFF,0645
28D7,FFFFFFFF,42DE
28D8,FFFFFFFF,42DF
28D9,FFFFFFFF,42E0
28DA,FFFFFFFF,42E1
1A4F,FFFFFFFF,1585
292E,FFFFFFFF,4318
1A48,FFFFFFFF,157E
292F,FFFFFFFF,4319
2930,FFFFFFFF,431A
25DD,FFFFFFFF,228A
25DE,FFFFFFFF,228B
25E3,FFFFFFFF,2290
25E4,FFFFFFFF,2291
2958,FFFFFFFF,4333
2959,FFFFFFFF,4334
2964,FFFFFFFF,433A
2978,FFFFFFFF,434E
297D,FFFFFFFF,4353
2982,FFFFFFFF,4358
2987,FFFFFFFF,435D
2988,FFFFFFFF,435E
2989,FFFFFFFF,435F
2996,FFFFFFFF,436C
29A3,FFFFFFFF,4377
29A4,FFFFFFFF,4378
29A5,FFFFFFFF,4379
29B6,FFFFFFFF,438A
29BB,FFFFFFFF,438F
29C0,FFFFFFFF,4394
382E,FFFFFFFF,43B0
30C6,FFFFFFFF,45FE
30D4,FFFFFFFF,4607
30E2,FFFFFFFF,460F
30B9,FFFFFFFF,45F2
30B8,FFFFFFFF,45F1
22DB,FFFFFFFF,1D7E
22DC,FFFFFFFF,1D7F
0698,FFFFFFFF,05DD
06F5,FFFFFFFF,063A
06F8,FFFFFFFF,063D
06F9,FFFFFFFF,063E
31DB,FFFFFFFF,1EFD
31DC,FFFFFFFF,1EFE
06E4,FFFFFFFF,0629
2904,FFFFFFFF,4305
2905,FFFFFFFF,4306
2906,FFFFFFFF,4307
2907,FFFFFFFF,4308
28DC,FFFFFFFF,42E2
28DD,FFFFFFFF,42E3
28E0,FFFFFFFF,42E4
28E1,FFFFFFFF,42E5
28E2,FFFFFFFF,42E6
2939,FFFFFFFF,4323
293A,FFFFFFFF,4324
293B,FFFFFFFF,4325
293C,FFFFFFFF,4326
293D,FFFFFFFF,4327
2931,FFFFFFFF,431B
2932,FFFFFFFF,431C
2933,FFFFFFFF,431D
25E9,FFFFFFFF,2296
295C,FFFFFFFF,4335
295D,FFFFFFFF,4336
2965,FFFFFFFF,433B
2979,FFFFFFFF,434F
297E,FFFFFFFF,4354
2983,FFFFFFFF,4359
298A,FFFFFFFF,4360
298E,FFFFFFFF,4364
2992,FFFFFFFF,4368
2997,FFFFFFFF,436D
29A6,FFFFFFFF,437A
29AE,FFFFFFFF,4382
29B2,FFFFFFFF,4386
29B7,FFFFFFFF,438B
29BC,FFFFFFFF,4390
29C1,FFFFFFFF,4395
30C7,FFFFFFFF,45FF
30C8,FFFFFFFF,4600
30C9,FFFFFFFF,4601
30D5,FFFFFFFF,4608
30D6,FFFFFFFF,4609
30D7,FFFFFFFF,460A
30E3,FFFFFFFF,4610
30E4,FFFFFFFF,4611
30E5,FFFFFFFF,4612
30BA,FFFFFFFF,45F3
30BB,FFFFFFFF,45F4
28EE,FFFFFFFF,42F1
28EF,FFFFFFFF,42F2
28F0,FFFFFFFF,42F3
28F1,FFFFFFFF,42F4
28F2,FFFFFFFF,42F5
28E4,FFFFFFFF,42E7
28E5,FFFFFFFF,42E8
28E6,FFFFFFFF,42E9
28E7,FFFFFFFF,42EA
28EB,FFFFFFFF,42EE
28EC,FFFFFFFF,42EF
2941,FFFFFFFF,4328
2936,FFFFFFFF,4320
2937,FFFFFFFF,4321
2934,FFFFFFFF,431E
2935,FFFFFFFF,431F
25EA,FFFFFFFF,2297
295E,FFFFFFFF,4337
295F,FFFFFFFF,4338
2960,FFFFFFFF,4339
2966,FFFFFFFF,433C
2967,FFFFFFFF,433D
2968,FFFFFFFF,433E
297A,FFFFFFFF,4350
297B,FFFFFFFF,4351
297C,FFFFFFFF,4352
297F,FFFFFFFF,4355
2980,FFFFFFFF,4356
2981,FFFFFFFF,4357
2984,FFFFFFFF,435A
2985,FFFFFFFF,435B
2986,FFFFFFFF,435C
298B,FFFFFFFF,4361
298C,FFFFFFFF,4362
298D,FFFFFFFF,4363
298F,FFFFFFFF,4365
2990,FFFFFFFF,4366
2991,FFFFFFFF,4367
2993,FFFFFFFF,4369
2994,FFFFFFFF,436A
2995,FFFFFFFF,436B
2998,FFFFFFFF,436E
2999,FFFFFFFF,436F
299A,FFFFFFFF,4370
29A7,FFFFFFFF,437B
29A8,FFFFFFFF,437C
29A9,FFFFFFFF,437D
29AF,FFFFFFFF,4383
29B0,FFFFFFFF,4384
29B1,FFFFFFFF,4385
29B3,FFFFFFFF,4387
29B4,FFFFFFFF,4388
29B5,FFFFFFFF,4389
29B8,FFFFFFFF,438C
29B9,FFFFFFFF,438D
29BA,FFFFFFFF,438E
29BD,FFFFFFFF,4391
29BE,FFFFFFFF,4392
29BF,FFFFFFFF,4393
29C2,FFFFFFFF,4396
29C3,FFFFFFFF,4397
29C4,FFFFFFFF,4398
28F7,FFFFFFFF,42FA
28F3,FFFFFFFF,42F6
28F9,FFFFFFFF,42FB
28FA,FFFFFFFF,42FC
28FB,FFFFFFFF,42FD
28FC,FFFFFFFF,42FE
28FE,FFFFFFFF,42FF
2942,FFFFFFFF,4329
2938,FFFFFFFF,4322
28FF,FFFFFFFF,4300
2943,FFFFFFFF,432A
2944,FFFFFFFF,432B
2945,FFFFFFFF,432C
2900,FFFFFFFF,4301
1509,FFFFFFFF,11D7
1A57,FFFFFFFF,158B
14F9,FFFFFFFF,11C7
1A56,FFFFFFFF,158A
4441,FFFFFFFF,1311
